###,poem_id,display_name,place_id,place_name,year,verse,word,word_normalised,word_lemmatised (local),lemma_standard (Finnish/Estonian & minority languages if needed),root (Est/Fi,English,Refrain / onomatopoetic word,Comment
3991,skvr11108440,SKVR XI 844.,skvr_4930,Ylihärmä,1890,Pani alakiven ala.,pani,pani,panna,panna,panna,to put,,
3992,skvr11108440,SKVR XI 844.,skvr_4930,Ylihärmä,1890,Pani alakiven ala.,alakiven,alakiven,alakivi,alakivi,ala & kivi,rock mostly under the ground,,
3993,skvr11108440,SKVR XI 844.,skvr_4930,Ylihärmä,1890,Pani alakiven ala.,ala,ala,ala,ala,ala,under,,
3994,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",maasta,maasta,maa,maa,maa,earth,,
3995,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",maahiset,maahiset,maahinen,maahinen,maa,earth spirit,,
3996,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",tulewat,tulevat,tulla,tulla,tulla,to come,,
3997,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",maa,maa,maa,maa,maa,earth,,
3998,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",meidän,meidän,mennä,mennä,mennä,to go,,
3999,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",äitimme,äitimme,äiti,äiti,äiti,mother,,
4000,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",ja,ja,ja,ja,ja,and,,
4001,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",maahan,maahan,maa,maa,maa,earth,,
4002,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",heitä,heitä,he,he,he,they,,
4003,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",jälleen,jälleen,jälleen,jälleen,jälleen,again,,
4004,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",wieköön,vieköön,viedä,viedä,viedä,to take,,
4005,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",jesus,Jesus,Jesus,Jeesus,Jeesus,Jesus,,
4006,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",kristus,Kristus,Kristus,Kristus,Kristus,Kristus,,
4007,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",kuin,kuin,kuin,kuin,kuin,"as, how",,
4008,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",se,se,se,se,se,it,,
4009,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",tyhjästä,tyhjästä,tyhjä,tyhjä,tyhjä,empty,,
4010,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",tullut,tullut,tulla,tulla,tulla,to come,,
4011,skvr11108930,SKVR XI 893.,skvr_4520,Isokyrö,1658,"Maasta maahiset tulewat, maa 
 meidän äitimme, ja maahan heitä
 jälleen wieköön Jesus Kristus,
 kuin se tyhjästä tullut on.",on,on,olla,olla,olla,to be seen,,
4012,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"O sinuas, rauta raucka,",o,o,o,o,o,o [interjection],,
4013,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"O sinuas, rauta raucka,",sinuas,sinuas,sinä,sinä,sinä,you,,
4014,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"O sinuas, rauta raucka,",rauta,rauta,rauta,rauta,rauta,iron,,
4015,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"O sinuas, rauta raucka,",raucka,raukka,raukka,raukka,raukka,"poor, wretched",,
4016,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Ett sillåin kåwana ållut,",ett,ett,ei,ei,ei,no,,
4017,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Ett sillåin kåwana ållut,",sillåin,silloin,silloin,silloin,silloin,then,,
4018,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Ett sillåin kåwana ållut,",kåwana,kovana,kova,kova,kova,hard,,
4019,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Ett sillåin kåwana ållut,",ållut,ollut,olla,olla,olla,to be,,
4020,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Kåskas neitåisen nisäsä,",kåskas,koskas,koskas,koska,koska,when,,
4021,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Kåskas neitåisen nisäsä,",neitåisen,neitosen,neitonen,neitonen,neito,"maiden, young woman",,
4022,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Kåskas neitåisen nisäsä,",nisäsä,nisäss,nisä,nisä,nisä,breast,,
4023,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Waimån karskin kainalåisa;,waimån,vaimon,vaimo,vaimo,vaimo,wife,,
4024,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Waimån karskin kainalåisa;,karskin,karskin,karski,karski,karski,rough,,
4025,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Waimån karskin kainalåisa;,kainalåisa,kainalossa,kainalo,kainalo,kainalo,underarm,,
4026,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,5 Lypsi nelie neitåsta,lypsi,lypsi,lypsää,lypsää,lypsää,to milk,,
4027,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,5 Lypsi nelie neitåsta,nelie,nelie,neljä,neljä,neljä,four,,
4028,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,5 Lypsi nelie neitåsta,neitåsta,neitosta,neito,neito,neito,"maiden, young woman",,
4029,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Mahan maituansa,",mahan,maahan,maa,maa,maa,earth,,
4030,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Mahan maituansa,",maituansa,maituansa,maitu,maito,maito,milk,,
4031,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Nituhun nisuxenhensa,",nituhun,niittuhun,niittu,niitty,niitty,meadow,,
4032,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Nituhun nisuxenhensa,",nisuxenhensa,nisuksehensa,nisus,nisus,nisus,milk,,
4033,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Peldåhån pesuxenhänsa,",peldåhån,peldohon,pelto,pelto,pelto,field,,
4034,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Peldåhån pesuxenhänsa,",pesuxenhänsa,pesuksehensa,pesus?,pesus?,pesus?,something relating to brood,,
4035,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Mahan mättahittömähän,",mahan,maahan,maa,maa,maa,earth,,
4036,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Mahan mättahittömähän,",mättahittömähän,mättahittömähän,mättähitön,mättähitön,mätäs,with no tussocks,,
4037,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"10 Kandåhån wesattamahan,",kandåhån,kantohon,kanto,kanto,kanto,stump,,
4038,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"10 Kandåhån wesattamahan,",wesattamahan,vesattomahan,vesaton,vesaton,vesa,with no shoots,,
4039,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Puuhun jurittåmahan.,puuhun,puuhun,puu,puu,puu,tree,,
4040,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Puuhun jurittåmahan.,jurittåmahan,juurittomahan,juuriton,juuriton,juuri,with no roots,,
4041,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Yxi lypsi raudan,",yxi,yksi,yksi,yksi,yksi,one,,
4042,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Yxi lypsi raudan,",lypsi,lypsi,lypsää,lypsää,lypsää,to milk,,
4043,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Yxi lypsi raudan,",raudan,raudan,rauta,rauta,rauta,iron,,
4044,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Tåinen randan karkiuden.,tåinen,toinen,toinen ,toinen ,toinen ,second,,
4045,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Tåinen randan karkiuden.,randan,raudan,rauta,rauta,rauta,iron,,
4046,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Tåinen randan karkiuden.,karkiuden,karkiuden,karkius,karkeus,karkeus,"roughness, coarseness",,
4047,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Colmas teren teräxi,",colmas,kolmas,kolmas,kolmas,kolmas,third,,
4048,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Colmas teren teräxi,",teren,teren,tere / terä,terä,terä,blade?,,
4049,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Colmas teren teräxi,",teräxi,teräksi,teräs?,teräs?,teräs?,steel?,,teräkseksi?
4050,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,15 Nelies kupari waskena.,nelies,neljäs,neljä,neljä,neljä,fourth,,
4051,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,15 Nelies kupari waskena.,kupari,kupari,kupari,kupari,kupari,copper,,
4052,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,15 Nelies kupari waskena.,waskena,vaskena,vaski,vaski,vaski,copper,,
4053,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Wapsåi ilman lindåhinen,wapsåi,vapsai,vapsoi,vapsoi,vapsoi,wasp,,
4054,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Wapsåi ilman lindåhinen,ilman,ilman,ilma,ilma,ilma,air,,
4055,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Wapsåi ilman lindåhinen,lindåhinen,lintohinen,lintohinen,lintunen,lintu,bird,,
4056,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Itki rautåhånsa,",itki,itki,itkeä,itkeä,itkeä,cry,,
4057,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Itki rautåhånsa,",rautåhånsa,rautahonsa,rauto,rauta,rauta,iron,,
4058,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Karuastansa karkiahan.,karuastansa,karvastansa,karvas,karva(u)s,karuastansa,bitterness,,
4059,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Karuastansa karkiahan.,karkiahan,karkiahan,karkia,karkia,karkia,coarseness,,
4060,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Tulo Jesus, ilman Herra,",tulo,tulo,tulla,tulla,tulla,to come,,
4061,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Tulo Jesus, ilman Herra,",jesus,Jeesus,Jeesus,Jeesus,Jeesus,Jesus,,
4062,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Tulo Jesus, ilman Herra,",ilman,ilman,ilma,ilma,ilma,air,,
4063,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Tulo Jesus, ilman Herra,",herra,herra,herra,Herra,Herra,Lord,,
4064,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"20 Tule tänne taruitahan,",tule,tule,tulla ,tulla ,tulla ,come,,
4065,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"20 Tule tänne taruitahan,",tänne,tänne,tänne,tänne,tänne,here,,
4066,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"20 Tule tänne taruitahan,",taruitahan,tarvitahan,tarvita,tarvita,tarvita,to need,,
4067,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Tule tuskat tundemahan,",tule,tule,tulla,tulla,tulla,to come,,
4068,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Tule tuskat tundemahan,",tuskat,tuskat,tuska,tuska,tuska,pain,,
4069,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Tule tuskat tundemahan,",tundemahan,tuntemahan,tuntea,tuntea,tuntea,"to know, to recognise",,
4070,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Kipiät siwelemähän,",kipiät,kipiät,kipiä,kipeä,kipeä,pain,,
4071,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Kipiät siwelemähän,",siwelemähän,sivelemähän,sivellä,sivellä,sivellä,to brush,,
4072,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Hauat suuret hautåmahan,",hauat,haavat,haava,haava,haava,wound,,
4073,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Hauat suuret hautåmahan,",suuret,suuret,suuri,suuri,suuri,big,,
4074,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Hauat suuret hautåmahan,",hautåmahan,hautomahan,hautoa,hautoa,hautoa,to bathe,,
4075,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Keskiä kiuuttåmaxi,",keskiä,keskiä,keski,keski,keski,middle,,
4076,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Keskiä kiuuttåmaxi,",kiuuttåmaxi,kivuttomaksi,kivuton,kivuton,kipu,painless,,
4077,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"25 Wiereldä wiatåmaxi,",wiereldä,viereltä,vieri,vieri,vieri,aside,,
4078,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"25 Wiereldä wiatåmaxi,",wiatåmaxi,viattomaksi,viaton,viaton,viaton,flawless,,
4079,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Etteij ånnu, eijkä tunnu,",etteij,ettei,että ei,että ei,että & ei,so that & no,,
4080,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Etteij ånnu, eijkä tunnu,",ånnu,onnu,ontua,ånnu,ånnu,to limp,,
4081,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Etteij ånnu, eijkä tunnu,",eijkä,eikä,ei,ei,ei,no,,
4082,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Etteij ånnu, eijkä tunnu,",tunnu,tunnu,tuntua,tunnu,tunnu,feel,,
4083,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Sinä ilmaisna ikänä.,sinä,sinä,sinä,sinä,sinä,that,,
4084,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Sinä ilmaisna ikänä.,ilmaisna,ilmaisna,ilmainen,ilmoinen,ilma,perceivable,,
4085,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Sinä ilmaisna ikänä.,ikänä,ikänä,ikä,ikä,ikä,age,,
4086,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Kusta wåidet twåtanehen?,kusta,kusta,kusta,kusta,ku-,where,,
4087,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Kusta wåidet twåtanehen?,wåidet,voidet,voide,voide,voi,ointment,,
4088,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Kusta wåidet twåtanehen?,twåtanehen,tuotanehen,tuoda,tuoda,tuoda,to bring,,
4089,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Sinåisesta taiuahasta,",sinåisesta,sinoisesta,sinoinen,sininen,sininen,blue,,
4090,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Sinåisesta taiuahasta,",taiuahasta,taivahasta,taivas,taivas,taivas,sky,,
4091,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,30 Mustan pilwen syriän alda.,mustan,mustan,musta,musta,musta,black,,
4092,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,30 Mustan pilwen syriän alda.,pilwen,pilven,pilvi,pilvi,pilvi,cloud,,
4093,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,30 Mustan pilwen syriän alda.,syriän,syrjän,syrjä,syrjä,syrjä,edge,,
4094,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,30 Mustan pilwen syriän alda.,alda,alta,alla,alla,alla,below,,
4095,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Jesuxen werj punainen,",jesuxen,Jeesuksen,Jeesus,Jeesus,Jeesus,Jesus,,
4096,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Jesuxen werj punainen,",werj,veri,veri,veri,veri,blood,,
4097,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Jesuxen werj punainen,",punainen,punainen,punainen,punainen,punainen,red,,
4098,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Marian makia maitå,marian,Maria,Maria,Maria,Maria,Mary,,
4099,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Marian makia maitå,makia,makia,makia,makea,makea,sweet,,
4100,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Marian makia maitå,maitå,maito,maito,maito,maito,milk,,
4101,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Kipiällen woidehexi,",kipiällen,kipiällen,kipiä,kipeä,kipeä,aching ,,
4102,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,"Kipiällen woidehexi,",woidehexi,voiteheksi,voide,voide,voi,ointment,,
4103,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Hauallen parandehexi.,hauallen,haavallen,haava,haava,haava,wound,,
4104,skvr11115860,SKVR XI 1586.,skvr_4520,Isokyrö,1658,Hauallen parandehexi.,parandehexi,parenteheksi,parennus,parennus,parennus,healing,,
4105,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Kuhna tulda isketähan?,kuhna,kuhna,kuhna,kuhna,kuhna,where,,
4106,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Kuhna tulda isketähan?,tulda,tulta,tuli,tuli,tuli,fire,,
4107,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Kuhna tulda isketähan?,isketähan,isketähan,iskeä,iskeä,iskeä,to strike,,
4108,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Pälle taiwahan saranan.,pälle,päälle,päälle,päälle,päälle,above,,
4109,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Pälle taiwahan saranan.,taiwahan,taivahan,taivas,taivas,taivas,sky,,
4110,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Pälle taiwahan saranan.,saranan,saranan,sarana,sarana,sarana,hinge,,
4111,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Kenges sieldä tulda iski?,kenges,kenges,kenges,ken,ken,who,,
4112,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Kenges sieldä tulda iski?,sieldä,sieltä,sieltä,sieltä,se,there,,
4113,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Kenges sieldä tulda iski?,tulda,tulta,tuli,tuli,tuli,fire,,
4114,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Kenges sieldä tulda iski?,iski,iski,iskeä,iskeä,iskeä,to strike,,
4115,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Itze ilman Jesus.,itze,itse,itse,itse,itse,himself,,
4116,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Itze ilman Jesus.,ilman,ilman,ilma,ilma,ilma,air,,
4117,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Itze ilman Jesus.,jesus,Jeesus,Jeesus,Jeesus,Jeesus,Jesys,,
4118,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,5 Tuiskahti tules kipenä,tuiskahti,tuiskahti,tuiskahtaa,tuiskahtaa,tuiskahtaa,swirl,,
4119,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,5 Tuiskahti tules kipenä,tules,tules,tules,tuli,tuli,fire,,
4120,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,5 Tuiskahti tules kipenä,kipenä,kipenä,kipenä,kipinä,kipinä,spark,,
4121,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,"Läpi maan, läpi manderen,",läpi,läpi,läpi,läpi,läpi,through,,
4122,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,"Läpi maan, läpi manderen,",maan,maan,maa,maa,maan,earth,,
4123,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,"Läpi maan, läpi manderen,",läpi,läpi,läpi,läpi,läpi,through,,
4124,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,"Läpi maan, läpi manderen,",manderen,manteren,mantere,mantere,mantere,big united area of land,,
4125,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,"Sittä puttken puhalsi,",sittä,siittä,siittä,siitä,se,then,,
4126,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,"Sittä puttken puhalsi,",puttken,putkeen,putki,putki,putki,pipe,,
4127,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,"Sittä puttken puhalsi,",puhalsi,puhalsi,puhaltaa,puhalsi,puhalsi,to blow,,
4128,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Sihen sittä siansa saij.,sihen,siihen,se,se,se,there,,
4129,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Sihen sittä siansa saij.,sittä,siittä,siittä,siitä,siitä,then,,
4130,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Sihen sittä siansa saij.,siansa,sijansa,sia,sija,sija,place,,
4131,skvr11118010,SKVR XI 1801.,skvr_4520,Isokyrö,1658,Sihen sittä siansa saij.,saij,sai,saada,saada,saada,to get,,
4132,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,Ite vanha Väinämöinen,ite,ite,ite,itse,itse,himself,,
4133,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,Ite vanha Väinämöinen,vanha,vanha,vanha,vanha,vanha,old,,
4134,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,Ite vanha Väinämöinen,väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,Väinämöinen,,
4135,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,"Veisti vuorella venettä,",veisti,veisti,veistää,veistää,veistää,to carve,,
4136,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,"Veisti vuorella venettä,",vuorella,vuorella,vuori,vuori,vuori,mountain,,
4137,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,"Veisti vuorella venettä,",venettä,venettä,vene,vene,vene,boat,,
4138,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,Kalliolla kalkutteli:,kalliolla,kalliolla,kallio,kallio,kallio,rock,,
4139,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,Kalliolla kalkutteli:,kalkutteli,kalkutteli,kalkutella,kalkutella,kalkutella,to bang,,
4140,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,"Ej kirves kiveen koske,",ej,ei,ei ,ei ,ei ,no,,
4141,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,"Ej kirves kiveen koske,",kirves,kirves,kirves,kirves,kirves,axe,,
4142,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,"Ej kirves kiveen koske,",kiveen,kiveen,kivi,kivi,kivi,rock,,
4143,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,"Ej kirves kiveen koske,",koske,koske,koskea,koskea,koskea,touch,,
4144,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,Ejkä kalka kalliohon - -,ejkä,eikä,ei,ei,ei,nor,,
4145,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,Ejkä kalka kalliohon - -,kalka,kalka,kalkata,kalkata,kalkata,to bang,,
4146,skvr12100150,SKVR XII1 15.,skvr_9110,Pohjois-Pohjanmaa,1789,Ejkä kalka kalliohon - -,kalliohon,kalliohon,kallio,kallio,kallio,rock mass,,
4147,skvr12100780,SKVR XII1 78.,skvr_9110,Pohjois-Pohjanmaa,1789,"Hivuxista Hijjen hirven,",hivuxista,hivuksista,hivus,hius,hius,hair,,
4148,skvr12100780,SKVR XII1 78.,skvr_9110,Pohjois-Pohjanmaa,1789,"Hivuxista Hijjen hirven,",hijjen,hiijen,hiisi,hiisi,hiisi,"hiisi, a mythological being of the otherworld similar to human; devil",,
